Production DK areas in MWh,,,
Data was last updated 08-02-2017,,,
,DK1,DK2,DK
24-05-2015,38967,10076,49043
25-05-2015,34103,9674,43777
26-05-2015,58566,17494,76060
27-05-2015,61911,19394,81305
28-05-2015,56448,18331,74779
29-05-2015,45719,21450,67169
30-05-2015,62625,28065,90690
31-05-2015,59226,23777,83003
01-06-2015,68460,22457,90917
02-06-2015,73681,27148,100829
03-06-2015,75839,29546,105385
04-06-2015,37474,16942,54416
05-06-2015,36661,20101,56762
06-06-2015,54110,21192,75302
07-06-2015,62458,17447,79905
08-06-2015,42219,15010,57229
09-06-2015,30670,12691,43361
10-06-2015,41160,12885,54045
11-06-2015,41247,11859,53106
12-06-2015,30935,14812,45747
13-06-2015,18774,13471,32245
14-06-2015,52971,19216,72187
15-06-2015,55114,20069,75183
16-06-2015,42553,14364,56917
17-06-2015,51398,15081,66479
18-06-2015,58822,18214,77036
19-06-2015,44113,20709,64822
20-06-2015,30351,16929,47280
21-06-2015,21028,14587,35615
22-06-2015,29461,15707,45168
23-06-2015,30431,9937,40368
24-06-2015,63097,17327,80424
25-06-2015,46209,10916,57125
26-06-2015,34801,9408,44209
27-06-2015,22872,9464,32336
28-06-2015,27168,10064,37232
29-06-2015,36729,10137,46866
30-06-2015,38482,11624,50106
01-07-2015,24582,11389,35971
02-07-2015,49663,16863,66526
03-07-2015,32718,10523,43241
04-07-2015,24373,6361,30734
05-07-2015,18351,5086,23437
06-07-2015,58440,17370,75810
07-07-2015,37832,11384,49216
08-07-2015,55083,18669,73752
09-07-2015,74702,23729,98431
10-07-2015,65013,23031,88044
11-07-2015,19120,9243,28363
12-07-2015,13606,9133,22739
13-07-2015,24366,9751,34117
14-07-2015,31478,8889,40367
15-07-2015,50200,12239,62439
16-07-2015,40052,8652,48704
17-07-2015,29049,9484,38533
18-07-2015,51374,12110,63484
19-07-2015,24955,5113,30068
20-07-2015,19328,11613,30941
21-07-2015,40844,14214,55058
22-07-2015,23146,8099,31245
23-07-2015,41660,12565,54225
24-07-2015,18549,8541,27090
25-07-2015,39441,14044,53485
26-07-2015,62781,20950,83731
27-07-2015,24954,10346,35300
28-07-2015,19902,18625,38527
29-07-2015,38144,18681,56825
30-07-2015,31283,18775,50058
31-07-2015,60976,18348,79324
01-08-2015,20370,6703,27073
02-08-2015,18528,6542,25070
03-08-2015,30916,10733,41649
04-08-2015,32678,11316,43994
05-08-2015,29694,8799,38493
06-08-2015,22163,9573,31736
07-08-2015,20943,10242,31185
08-08-2015,16930,8824,25754
09-08-2015,12877,7654,20531
10-08-2015,24497,14335,38832
11-08-2015,31792,12089,43881
12-08-2015,34630,10843,45473
13-08-2015,28859,14557,43416
14-08-2015,54169,25986,80155
15-08-2015,26602,14700,41302
16-08-2015,18654,12344,30998
17-08-2015,52630,22837,75467
18-08-2015,60626,21508,82134
19-08-2015,45776,14359,60135
20-08-2015,30485,10379,40864
21-08-2015,32044,8052,40096
22-08-2015,24951,7981,32932
23-08-2015,41068,13504,54572
24-08-2015,55874,12785,68659
25-08-2015,51993,16107,68100
26-08-2015,46537,14151,60688
27-08-2015,44903,15037,59940
28-08-2015,39963,11764,51727
29-08-2015,34360,7602,41962
30-08-2015,15816,4119,19935
31-08-2015,36999,8559,45558
01-09-2015,39875,11744,51619
02-09-2015,56564,18244,74808
03-09-2015,42754,10167,52921
04-09-2015,30691,12357,43048
05-09-2015,49753,20466,70219
06-09-2015,50307,21921,72228
07-09-2015,32824,14504,47328
08-09-2015,32548,12390,44938
09-09-2015,27607,10261,37868
10-09-2015,29553,12807,42360
11-09-2015,47390,17091,64481
12-09-2015,45437,12865,58302
13-09-2015,40931,15051,55982
14-09-2015,44821,14773,59594
15-09-2015,43589,17912,61501
16-09-2015,45465,16108,61573
17-09-2015,63094,21499,84593
18-09-2015,57112,19561,76673
19-09-2015,34749,8487,43236
20-09-2015,37102,14411,51513
21-09-2015,28166,11605,39771
22-09-2015,32848,13627,46475
23-09-2015,25118,11453,36571
24-09-2015,37100,18138,55238
25-09-2015,39112,15314,54426
26-09-2015,32807,11162,43969
27-09-2015,20352,11907,32259
28-09-2015,24606,12945,37551
29-09-2015,23269,12385,35654
30-09-2015,31808,12895,44703
01-10-2015,43710,13792,57502
02-10-2015,42912,14483,57395
03-10-2015,16030,11258,27288
04-10-2015,14761,11464,26225
05-10-2015,31200,13000,44200
06-10-2015,63738,26179,89917
07-10-2015,69076,28035,97111
08-10-2015,51056,17940,68996
09-10-2015,41124,16974,58098
10-10-2015,25026,18023,43049
11-10-2015,27620,17880,45500
12-10-2015,31993,19261,51254
13-10-2015,42593,19353,61946
14-10-2015,48395,22621,71016
15-10-2015,50293,27840,78133
16-10-2015,45450,18055,63505
17-10-2015,29185,16769,45954
18-10-2015,24490,17088,41578
19-10-2015,33953,21953,55906
20-10-2015,35509,17076,52585
21-10-2015,44417,19695,64112
22-10-2015,58088,25077,83165
23-10-2015,55854,26683,82537
24-10-2015,45692,17146,62838
25-10-2015,49781,18625,68406
26-10-2015,34954,15115,50069
27-10-2015,45384,22487,67871
28-10-2015,58295,27087,85382
29-10-2015,43332,19654,62986
30-10-2015,37919,18380,56299
31-10-2015,29956,17288,47244
01-11-2015,26018,15313,41331
02-11-2015,34593,16485,51078
03-11-2015,33193,20198,53391
04-11-2015,32814,19021,51835
05-11-2015,33169,15905,49074
06-11-2015,31802,16888,48690
07-11-2015,45230,23410,68640
08-11-2015,43143,24352,67495
09-11-2015,69041,29565,98606
10-11-2015,62096,31134,93230
11-11-2015,47318,29991,77309
12-11-2015,60425,26543,86968
13-11-2015,64668,26774,91442
14-11-2015,57662,31579,89241
15-11-2015,26959,16367,43326
16-11-2015,59161,22551,81712
17-11-2015,46134,22100,68234
18-11-2015,62274,30348,92622
19-11-2015,59463,33235,92698
20-11-2015,46651,27856,74507
21-11-2015,44789,27495,72284
22-11-2015,69420,31319,100739
23-11-2015,62856,34041,96897
24-11-2015,76800,40823,117623
25-11-2015,58218,30240,88458
26-11-2015,61579,24147,85726
27-11-2015,82539,31299,113838
28-11-2015,71771,31587,103358
29-11-2015,75821,35386,111207
30-11-2015,76752,33236,109988
01-12-2015,61335,32059,93394
02-12-2015,63115,27445,90560
03-12-2015,52332,26394,78726
04-12-2015,85411,32354,117765
05-12-2015,87441,28843,116284
06-12-2015,81490,33021,114511
07-12-2015,53645,21401,75046
08-12-2015,62850,22849,85699
09-12-2015,71892,25224,97116
10-12-2015,84993,33898,118891
11-12-2015,66061,31227,97288
12-12-2015,45270,27755,73025
13-12-2015,43698,26541,70239
14-12-2015,60791,27680,88471
15-12-2015,66013,28834,94847
16-12-2015,67040,32837,99877
17-12-2015,64906,30925,95831
18-12-2015,66994,26430,93424
19-12-2015,71024,23979,95003
20-12-2015,73348,25015,98363
21-12-2015,71680,28218,99898
22-12-2015,76867,29485,106352
23-12-2015,71150,28921,100071
24-12-2015,70497,26236,96733
25-12-2015,68449,27726,96175
26-12-2015,37353,19874,57227
27-12-2015,74544,27053,101597
28-12-2015,57648,22063,79711
29-12-2015,86669,34159,120828
30-12-2015,81068,35147,116215
31-12-2015,76835,33657,110492
