Consumption DK areas in MWh,,,
Data was last updated 10-03-2022,,,
,DK1,DK2,DK
17-04-2020,56014,33865,89879
18-04-2020,48989,31823,80812
19-04-2020,47908,30741,78649
20-04-2020,57143,33849,90992
21-04-2020,57687,34336,92023
22-04-2020,57046,33556,90602
23-04-2020,57543,33393,90936
24-04-2020,55019,32987,88006
25-04-2020,49007,30619,79626
26-04-2020,48938,30809,79747
27-04-2020,59240,33867,93107
28-04-2020,58438,33561,91999
29-04-2020,59765,35070,94835
30-04-2020,58873,35821,94694
01-05-2020,53725,33631,87356
02-05-2020,48434,31591,80025
03-05-2020,46355,30401,76756
04-05-2020,57139,33702,90841
05-05-2020,57859,33909,91768
06-05-2020,57482,34405,91887
07-05-2020,57514,33668,91182
08-05-2020,49770,30102,79872
09-05-2020,47326,29326,76652
10-05-2020,48341,29844,78185
11-05-2020,58839,33877,92716
12-05-2020,59731,34730,94461
13-05-2020,60327,34653,94980
14-05-2020,59721,34297,94018
15-05-2020,56627,33599,90226
16-05-2020,49742,31648,81390
17-05-2020,49057,31799,80856
18-05-2020,59085,35071,94156
19-05-2020,58687,33982,92669
20-05-2020,57573,33398,90971
21-05-2020,49654,30136,79790
22-05-2020,51978,30685,82663
23-05-2020,47988,30302,78290
24-05-2020,47666,30761,78427
25-05-2020,56888,33533,90421
26-05-2020,57969,32800,90769
27-05-2020,57993,32716,90709
28-05-2020,58461,32867,91328
29-05-2020,56787,32761,89548
30-05-2020,49272,30798,80070
31-05-2020,47661,30006,77667
01-06-2020,49764,30660,80424
02-06-2020,60829,34326,95155
03-06-2020,60683,33849,94532
04-06-2020,56835,33296,90131
05-06-2020,50182,31695,81877
06-06-2020,47581,31326,78907
07-06-2020,46157,30881,77038
08-06-2020,56143,33598,89741
09-06-2020,56286,33787,90073
10-06-2020,56679,34252,90931
11-06-2020,57228,35026,92254
12-06-2020,54885,34292,89177
13-06-2020,47448,30740,78188
14-06-2020,47227,30908,78135
15-06-2020,57655,33972,91627
16-06-2020,58861,34409,93270
17-06-2020,59959,34156,94115
18-06-2020,60279,34484,94763
19-06-2020,57321,34802,92123
20-06-2020,47513,31748,79261
21-06-2020,47501,31289,78790
22-06-2020,57461,33803,91264
23-06-2020,57985,32660,90645
24-06-2020,59191,33244,92435
25-06-2020,60610,34147,94757
26-06-2020,58160,33681,91841
27-06-2020,50396,30173,80569
28-06-2020,48904,30139,79043
29-06-2020,57305,32379,89684
30-06-2020,56634,32866,89500
01-07-2020,56204,32176,88380
02-07-2020,56971,32479,89450
03-07-2020,55091,31213,86304
04-07-2020,48544,29276,77820
05-07-2020,47889,29041,76930
06-07-2020,56241,31032,87273
07-07-2020,56453,31274,87727
08-07-2020,55701,31944,87645
09-07-2020,55907,32493,88400
10-07-2020,53808,32704,86512
11-07-2020,46529,28515,75044
12-07-2020,45128,28196,73324
13-07-2020,50779,30917,81696
14-07-2020,52577,31334,83911
15-07-2020,51717,31736,83453
16-07-2020,51218,31383,82601
17-07-2020,50107,30680,80787
18-07-2020,45191,28463,73654
19-07-2020,45109,28285,73394
20-07-2020,50194,30655,80849
21-07-2020,50779,30154,80933
22-07-2020,50778,30217,80995
23-07-2020,51619,30872,82491
24-07-2020,50617,31274,81891
25-07-2020,45856,28142,73998
26-07-2020,47439,29056,76495
27-07-2020,53388,31357,84745
28-07-2020,55010,31473,86483
29-07-2020,55100,31594,86694
30-07-2020,53796,31603,85399
31-07-2020,52473,31231,83704
01-08-2020,47539,28699,76238
02-08-2020,46097,29193,75290
03-08-2020,55156,32295,87451
04-08-2020,57068,32384,89452
05-08-2020,58147,32964,91111
06-08-2020,58829,33539,92368
07-08-2020,57893,33759,91652
08-08-2020,50109,30671,80780
09-08-2020,50000,30977,80977
10-08-2020,60751,35561,96312
11-08-2020,62074,35220,97294
12-08-2020,61435,35034,96469
13-08-2020,61579,35140,96719
14-08-2020,58615,34295,92910
15-08-2020,50693,31251,81944
16-08-2020,50209,31325,81534
17-08-2020,60913,35198,96111
18-08-2020,61813,35250,97063
19-08-2020,61063,35439,96502
20-08-2020,61232,35505,96737
21-08-2020,59115,34855,93970
22-08-2020,49709,30960,80669
23-08-2020,48870,30413,79283
24-08-2020,57635,33853,91488
25-08-2020,59071,33805,92876
26-08-2020,60196,34746,94942
27-08-2020,59300,35420,94720
28-08-2020,56885,34126,91011
29-08-2020,48530,30572,79102
30-08-2020,47832,30194,78026
31-08-2020,57479,33127,90606
01-09-2020,57615,33671,91286
02-09-2020,58165,33910,92075
03-09-2020,59198,33803,93001
04-09-2020,56311,33241,89552
05-09-2020,48735,30010,78745
06-09-2020,47523,29377,76900
07-09-2020,57972,32761,90733
08-09-2020,59067,33464,92531
09-09-2020,60412,33975,94387
10-09-2020,58800,33334,92134
11-09-2020,57658,33382,91040
12-09-2020,50555,30571,81126
13-09-2020,50234,30502,80736
14-09-2020,58912,33968,92880
15-09-2020,59519,34349,93868
16-09-2020,59080,33971,93051
17-09-2020,59782,34168,93950
18-09-2020,57354,34101,91455
19-09-2020,49945,31049,80994
20-09-2020,49009,30707,79716
21-09-2020,58705,34144,92849
22-09-2020,58404,34578,92982
23-09-2020,58131,33897,92028
24-09-2020,60088,34243,94331
25-09-2020,58068,35429,93497
26-09-2020,50805,31480,82285
27-09-2020,49454,30690,80144
28-09-2020,56405,34812,91217
29-09-2020,55952,34596,90548
30-09-2020,57953,34750,92703
01-10-2020,56328,35123,91451
02-10-2020,57037,34409,91446
03-10-2020,52836,31519,84355
04-10-2020,51429,31526,82955
05-10-2020,61629,35056,96685
06-10-2020,60491,35523,96014
07-10-2020,61005,35025,96030
08-10-2020,63092,35485,98577
09-10-2020,60644,34498,95142
10-10-2020,53254,31980,85234
11-10-2020,52112,31617,83729
12-10-2020,61546,36015,97561
13-10-2020,61716,35953,97669
14-10-2020,63246,36098,99344
15-10-2020,62666,36403,99069
16-10-2020,60858,36269,97127
17-10-2020,53383,32806,86189
18-10-2020,53067,32504,85571
19-10-2020,62255,36311,98566
20-10-2020,63764,36415,100179
21-10-2020,65009,36856,101865
22-10-2020,65060,35508,100568
23-10-2020,61072,35032,96104
24-10-2020,53482,32173,85655
25-10-2020,54950,33686,88636
26-10-2020,62595,36415,99010
27-10-2020,65153,36729,101882
28-10-2020,65317,36619,101936
29-10-2020,64060,37929,101989
30-10-2020,63447,37331,100778
31-10-2020,54384,33280,87664
01-11-2020,53845,33444,87289
02-11-2020,64234,37158,101392
03-11-2020,64864,36822,101686
04-11-2020,64123,37123,101246
05-11-2020,56901,38659,95560
06-11-2020,55500,37419,92919
07-11-2020,51502,33889,85391
08-11-2020,52600,33582,86182
09-11-2020,61865,38535,100400
10-11-2020,65392,39203,104595
11-11-2020,66098,39893,105991
12-11-2020,66784,39375,106159
13-11-2020,63622,38135,101757
14-11-2020,55987,34024,90011
15-11-2020,54629,33378,88007
16-11-2020,65662,36905,102567
17-11-2020,66071,38006,104077
18-11-2020,64696,38125,102821
19-11-2020,64932,38781,103713
20-11-2020,65613,39186,104799
21-11-2020,58307,36669,94976
22-11-2020,55937,35231,91168
23-11-2020,67002,37900,104902
24-11-2020,67889,38825,106714
25-11-2020,68034,38604,106638
26-11-2020,66436,38980,105416
27-11-2020,66388,39777,106165
28-11-2020,60721,37248,97969
29-11-2020,59536,37706,97242
30-11-2020,70166,42329,112495
01-12-2020,68994,41600,110594
02-12-2020,67668,41430,109098
03-12-2020,72063,43025,115088
04-12-2020,70965,41977,112942
05-12-2020,59887,35480,95367
06-12-2020,58665,34435,93100
07-12-2020,68827,39561,108388
08-12-2020,67474,40469,107943
09-12-2020,66009,40909,106918
10-12-2020,66500,40407,106907
11-12-2020,63675,39676,103351
12-12-2020,56402,36454,92856
13-12-2020,55340,36071,91411
14-12-2020,62284,39253,101537
15-12-2020,65822,39189,105011
16-12-2020,68394,39324,107718
17-12-2020,69088,39673,108761
18-12-2020,66699,39687,106386
19-12-2020,58010,37951,95961
20-12-2020,56614,36142,92756
21-12-2020,61289,38005,99294
22-12-2020,57890,37965,95855
23-12-2020,56644,38571,95215
24-12-2020,52418,36588,89006
25-12-2020,51000,35459,86459
26-12-2020,51749,35418,87167
27-12-2020,48880,37148,86028
28-12-2020,54298,38729,93027
29-12-2020,58455,38554,97009
30-12-2020,61442,40169,101611
31-12-2020,57152,38138,95290
