Consumption DK areas in MWh,,,
Data was last updated 01-01-2021,,,
,DK1,DK2,DK
02-03-2019,51470,36934,88404
03-03-2019,51660,35145,86805
04-03-2019,61096,39139,100235
05-03-2019,61344,40402,101746
06-03-2019,61184,39808,100992
07-03-2019,61558,39362,100920
08-03-2019,59204,39105,98309
09-03-2019,53158,37270,90428
10-03-2019,50387,36355,86742
11-03-2019,60358,39888,100246
12-03-2019,61800,40661,102461
13-03-2019,62091,41545,103636
14-03-2019,62028,41065,103093
15-03-2019,59688,41138,100826
16-03-2019,52559,36976,89535
17-03-2019,52572,36327,88899
18-03-2019,60159,39842,100001
19-03-2019,59004,39382,98386
20-03-2019,59175,39543,98718
21-03-2019,59076,38665,97741
22-03-2019,57584,38122,95706
23-03-2019,48856,34591,83447
24-03-2019,48903,33999,82902
25-03-2019,58798,38458,97256
26-03-2019,59477,38987,98464
27-03-2019,59093,38662,97755
28-03-2019,58649,37707,96356
29-03-2019,55483,35896,91379
30-03-2019,48054,32756,80810
31-03-2019,46864,31792,78656
01-04-2019,57409,37007,94416
02-04-2019,56930,37066,93996
03-04-2019,56954,36237,93191
04-04-2019,52967,34511,87478
05-04-2019,50716,33679,84395
06-04-2019,44158,30904,75062
07-04-2019,43921,31320,75241
08-04-2019,51772,34798,86570
09-04-2019,55718,35728,91446
10-04-2019,59494,36711,96205
11-04-2019,60186,37855,98041
12-04-2019,57493,37586,95079
13-04-2019,49496,34642,84138
14-04-2019,48754,33518,82272
15-04-2019,56511,36162,92673
16-04-2019,57282,35866,93148
17-04-2019,55703,35173,90876
18-04-2019,47253,31430,78683
19-04-2019,45560,31006,76566
20-04-2019,45006,31016,76022
21-04-2019,43662,30079,73741
22-04-2019,45614,30154,75768
23-04-2019,55208,33652,88860
24-04-2019,56703,33631,90334
25-04-2019,56709,34082,90791
26-04-2019,54144,33540,87684
27-04-2019,47212,31200,78412
28-04-2019,45604,30851,76455
29-04-2019,55691,33869,89560
30-04-2019,56100,34680,90780
01-05-2019,52528,34513,87041
02-05-2019,57012,36084,93096
03-05-2019,56278,35945,92223
04-05-2019,48720,33001,81721
05-05-2019,47384,31935,79319
06-05-2019,57074,35649,92723
07-05-2019,57216,36083,93299
08-05-2019,57526,36258,93784
09-05-2019,57880,35710,93590
10-05-2019,55060,35082,90142
11-05-2019,47583,31818,79401
12-05-2019,46831,31346,78177
13-05-2019,56697,34768,91465
14-05-2019,58390,35377,93767
15-05-2019,58456,34827,93283
16-05-2019,57527,34693,92220
17-05-2019,50678,32030,82708
18-05-2019,46477,30492,76969
19-05-2019,46094,30304,76398
20-05-2019,56539,34158,90697
21-05-2019,58105,35342,93447
22-05-2019,58505,35624,94129
23-05-2019,57448,34792,92240
24-05-2019,55232,33836,89068
25-05-2019,46334,30458,76792
26-05-2019,45939,30714,76653
27-05-2019,55195,33956,89151
28-05-2019,56157,34166,90323
29-05-2019,55727,34012,89739
30-05-2019,49752,31408,81160
31-05-2019,47598,32017,79615
01-06-2019,44822,30006,74828
02-06-2019,44666,29621,74287
03-06-2019,53846,33696,87542
04-06-2019,53770,33554,87324
05-06-2019,47855,30482,78337
06-06-2019,55738,34734,90472
07-06-2019,53489,33941,87430
08-06-2019,47355,30548,77903
09-06-2019,45132,28999,74131
10-06-2019,45298,30745,76043
11-06-2019,56242,34908,91150
12-06-2019,57577,35212,92789
13-06-2019,56462,34583,91045
14-06-2019,54100,34041,88141
15-06-2019,45773,30820,76593
16-06-2019,44053,30529,74582
17-06-2019,56368,34998,91366
18-06-2019,55455,34479,89934
19-06-2019,56525,35121,91646
20-06-2019,56761,34870,91631
21-06-2019,54915,33821,88736
22-06-2019,45732,29935,75667
23-06-2019,44526,29137,73663
24-06-2019,57075,33999,91074
25-06-2019,59768,34860,94628
26-06-2019,60461,35454,95915
27-06-2019,55818,34457,90275
28-06-2019,56000,33630,89630
29-06-2019,47492,30587,78079
30-06-2019,47881,30468,78349
01-07-2019,58219,33503,91722
02-07-2019,58112,33170,91282
03-07-2019,58719,32718,91437
04-07-2019,59311,33642,92953
05-07-2019,54800,32353,87153
06-07-2019,47717,29767,77484
07-07-2019,46243,29391,75634
08-07-2019,56070,33351,89421
09-07-2019,55760,32848,88608
10-07-2019,55184,32259,87443
11-07-2019,56444,32431,88875
12-07-2019,52321,32110,84431
13-07-2019,44195,29096,73291
14-07-2019,44641,28631,73272
15-07-2019,51535,31397,82932
16-07-2019,52647,31220,83867
17-07-2019,51664,31305,82969
18-07-2019,50499,31339,81838
19-07-2019,49279,31136,80415
20-07-2019,43333,28419,71752
21-07-2019,42371,28415,70786
22-07-2019,49090,30586,79676
23-07-2019,48911,31465,80376
24-07-2019,49532,32119,81651
25-07-2019,49541,32385,81926
26-07-2019,50404,32138,82542
27-07-2019,46221,29592,75813
28-07-2019,44875,29353,74228
29-07-2019,52198,33278,85476
30-07-2019,53351,33197,86548
31-07-2019,53531,32631,86162
01-08-2019,52087,32484,84571
02-08-2019,49897,31986,81883
03-08-2019,43908,29364,73272
04-08-2019,43174,29304,72478
05-08-2019,54519,33231,87750
06-08-2019,55922,33949,89871
07-08-2019,55888,34001,89889
08-08-2019,55343,34459,89802
09-08-2019,53276,33701,86977
10-08-2019,47052,31188,78240
11-08-2019,46344,31716,78060
12-08-2019,55291,35563,90854
13-08-2019,55785,35731,91516
14-08-2019,55475,35189,90664
15-08-2019,56802,35581,92383
16-08-2019,53504,35000,88504
17-08-2019,48001,32157,80158
18-08-2019,46292,31982,78274
19-08-2019,56548,35299,91847
20-08-2019,55880,35372,91252
21-08-2019,55996,35365,91361
22-08-2019,57931,35056,92987
23-08-2019,54753,33835,88588
24-08-2019,46399,30503,76902
25-08-2019,46073,30498,76571
26-08-2019,56576,34923,91499
27-08-2019,57736,35448,93184
28-08-2019,58464,36107,94571
29-08-2019,57295,35565,92860
30-08-2019,54615,34061,88676
31-08-2019,46827,31360,78187
01-09-2019,46016,30935,76951
02-09-2019,54479,33854,88333
03-09-2019,54390,34574,88964
04-09-2019,56302,34368,90670
05-09-2019,56564,34420,90984
06-09-2019,54362,33940,88302
07-09-2019,46796,30028,76824
08-09-2019,47455,30340,77795
09-09-2019,57400,34818,92218
10-09-2019,58053,36103,94156
11-09-2019,57288,34581,91869
12-09-2019,57215,34352,91567
13-09-2019,54166,33808,87974
14-09-2019,47005,30345,77350
15-09-2019,45449,30851,76300
16-09-2019,55511,34242,89753
17-09-2019,56884,34992,91876
18-09-2019,57707,35510,93217
19-09-2019,57105,35202,92307
20-09-2019,55851,35084,90935
21-09-2019,47742,31172,78914
22-09-2019,45921,30548,76469
23-09-2019,57015,34452,91467
24-09-2019,57733,35654,93387
25-09-2019,58778,35898,94676
26-09-2019,60059,36314,96373
27-09-2019,56668,36099,92767
28-09-2019,49020,32209,81229
29-09-2019,48322,32005,80327
30-09-2019,59529,37070,96599
01-10-2019,60265,37202,97467
02-10-2019,61272,37173,98445
03-10-2019,59466,36638,96104
04-10-2019,57866,37321,95187
05-10-2019,50235,33843,84078
06-10-2019,50157,33322,83479
07-10-2019,59342,37691,97033
08-10-2019,60515,38003,98518
09-10-2019,59374,37029,96403
10-10-2019,59848,37196,97044
11-10-2019,58112,37475,95587
12-10-2019,51372,34224,85596
13-10-2019,48200,32728,80928
14-10-2019,57606,35324,92930
15-10-2019,58201,35610,93811
16-10-2019,58296,36398,94694
17-10-2019,57717,36257,93974
18-10-2019,55629,35076,90705
19-10-2019,47681,31907,79588
20-10-2019,47763,32598,80361
21-10-2019,59084,37235,96319
22-10-2019,59754,37072,96826
23-10-2019,60027,38024,98051
24-10-2019,60309,38232,98541
25-10-2019,58881,37847,96728
26-10-2019,50778,33797,84575
27-10-2019,53527,35214,88741
28-10-2019,60969,38229,99198
29-10-2019,61404,39061,100465
30-10-2019,63373,40030,103403
31-10-2019,61743,38728,100471
01-11-2019,60674,38595,99269
02-11-2019,53747,35661,89408
03-11-2019,50453,34202,84655
04-11-2019,64507,39009,103516
05-11-2019,64570,39972,104542
06-11-2019,63547,40327,103874
07-11-2019,63358,40214,103572
08-11-2019,61299,38840,100139
09-11-2019,50263,36058,86321
10-11-2019,53114,35652,88766
11-11-2019,63374,39201,102575
12-11-2019,66430,40439,106869
13-11-2019,64763,40021,104784
14-11-2019,64014,40396,104410
15-11-2019,64080,40131,104211
16-11-2019,54051,35390,89441
17-11-2019,53461,35331,88792
18-11-2019,63302,38636,101938
19-11-2019,63743,39512,103255
20-11-2019,64166,39352,103518
21-11-2019,64771,39596,104367
22-11-2019,62549,38939,101488
23-11-2019,56891,35847,92738
24-11-2019,55846,35204,91050
25-11-2019,64472,39294,103766
26-11-2019,64967,39893,104860
27-11-2019,64960,39399,104359
28-11-2019,65297,39475,104772
29-11-2019,65466,40455,105921
30-11-2019,56331,36914,93245
01-12-2019,55892,37302,93194
02-12-2019,66450,40939,107389
03-12-2019,69372,42457,111829
04-12-2019,67241,40953,108194
05-12-2019,69038,41850,110888
06-12-2019,66651,42129,108780
07-12-2019,57768,38428,96196
08-12-2019,59634,39015,98649
09-12-2019,67267,41767,109034
10-12-2019,68276,42255,110531
11-12-2019,66984,42160,109144
12-12-2019,65096,41018,106114
13-12-2019,62144,40400,102544
14-12-2019,55344,37349,92693
15-12-2019,55245,37462,92707
16-12-2019,63162,40454,103616
17-12-2019,65046,39805,104851
18-12-2019,66439,40330,106769
19-12-2019,65921,40102,106023
20-12-2019,61378,39276,100654
21-12-2019,54168,37689,91857
22-12-2019,52989,35338,88327
23-12-2019,55769,37696,93465
24-12-2019,51190,34786,85976
25-12-2019,49025,33531,82556
26-12-2019,50532,34284,84816
27-12-2019,55680,37433,93113
28-12-2019,54972,37187,92159
29-12-2019,54969,36655,91624
30-12-2019,58154,38266,96420
31-12-2019,53011,36102,89113
