Production DK areas in MWh,,,
Data was last updated 11-01-2018,,,
,DK1,DK2,DK
26-09-2016,38675,13095,51770
27-09-2016,49815,11402,61217
28-09-2016,71043,26062,97105
29-09-2016,73950,25059,99009
30-09-2016,56068,25643,81711
01-10-2016,29594,16223,45817
02-10-2016,32139,14415,46554
03-10-2016,53365,20926,74291
04-10-2016,46830,25763,72593
05-10-2016,54066,29718,83784
06-10-2016,63279,29683,92962
07-10-2016,54680,27034,81714
08-10-2016,51492,25375,76867
09-10-2016,51863,22628,74491
10-10-2016,57093,25155,82248
11-10-2016,59924,37110,97034
12-10-2016,55778,35286,91064
13-10-2016,59928,32043,91971
14-10-2016,78873,35380,114253
15-10-2016,79590,34695,114285
16-10-2016,52309,24710,77019
17-10-2016,57067,27895,84962
18-10-2016,50536,25284,75820
19-10-2016,53882,24677,78559
20-10-2016,61252,25954,87206
21-10-2016,71482,30491,101973
22-10-2016,71830,22063,93893
23-10-2016,52860,20492,73352
24-10-2016,50886,25706,76592
25-10-2016,49276,30624,79900
26-10-2016,59750,29785,89535
27-10-2016,64805,27994,92799
28-10-2016,89286,41388,130674
29-10-2016,71414,41136,112550
30-10-2016,32225,31845,64070
31-10-2016,42784,24082,66866
01-11-2016,77370,35264,112634
02-11-2016,62547,42868,105415
03-11-2016,45555,33214,78769
04-11-2016,44650,41410,86060
05-11-2016,55721,31677,87398
06-11-2016,84641,34518,119159
07-11-2016,71657,37689,109346
08-11-2016,55182,34401,89583
09-11-2016,64506,29172,93678
10-11-2016,59183,27238,86421
11-11-2016,57888,30236,88124
12-11-2016,63748,29001,92749
13-11-2016,64902,31115,96017
14-11-2016,84258,34399,118657
15-11-2016,74633,33615,108248
16-11-2016,71990,28982,100972
17-11-2016,74719,30816,105535
18-11-2016,80789,38687,119476
19-11-2016,72883,34804,107687
20-11-2016,72166,35609,107775
21-11-2016,63238,29490,92728
22-11-2016,68632,22431,91063
23-11-2016,65054,19872,84926
24-11-2016,56522,16779,73301
25-11-2016,59418,17818,77236
26-11-2016,88904,28692,117596
27-11-2016,71666,31836,103502
28-11-2016,63484,27579,91063
29-11-2016,83025,33309,116334
30-11-2016,88342,37251,125593
01-12-2016,94728,38234,132962
02-12-2016,62498,30551,93049
03-12-2016,56498,23780,80278
04-12-2016,64534,24252,88786
05-12-2016,75235,28725,103960
06-12-2016,65130,21617,86747
07-12-2016,76078,30209,106287
08-12-2016,77324,33190,110514
09-12-2016,66717,32297,99014
10-12-2016,67702,30415,98117
11-12-2016,59596,24518,84114
12-12-2016,60518,30018,90536
13-12-2016,52059,27947,80006
14-12-2016,58535,27538,86073
15-12-2016,63103,31233,94336
16-12-2016,59977,31080,91057
17-12-2016,53418,27027,80445
18-12-2016,46594,26504,73098
19-12-2016,52792,25473,78265
20-12-2016,52096,29863,81959
21-12-2016,79697,36600,116297
22-12-2016,67253,31599,98852
23-12-2016,74382,36244,110626
24-12-2016,77430,34738,112168
25-12-2016,69094,28262,97356
26-12-2016,62274,28045,90319
27-12-2016,70478,30420,100898
28-12-2016,52542,23385,75927
29-12-2016,68410,24717,93127
30-12-2016,74587,24982,99569
31-12-2016,78959,31583,110542
