Production DK areas in MWh,,,
Data was last updated 12-11-2015,,,
,DK1,DK2,DK
26-07-2013,35372,15768,51140
27-07-2013,32135,15480,47615
28-07-2013,46684,18224,64908
29-07-2013,34405,10228,44633
30-07-2013,41585,16124,57709
31-07-2013,44775,15988,60763
01-08-2013,33989,12126,46115
02-08-2013,44077,13890,57967
03-08-2013,55388,16640,72028
04-08-2013,36116,8880,44996
05-08-2013,45615,11589,57204
06-08-2013,52452,19322,71774
07-08-2013,33257,13798,47055
08-08-2013,42447,16390,58837
09-08-2013,45354,14654,60008
10-08-2013,38138,12310,50448
11-08-2013,55308,20558,75866
12-08-2013,56472,22529,79001
13-08-2013,67281,26020,93301
14-08-2013,66413,28744,95157
15-08-2013,48391,15456,63847
16-08-2013,58885,16656,75541
17-08-2013,39701,13060,52761
18-08-2013,58677,17756,76433
19-08-2013,42640,16297,58937
20-08-2013,41786,15735,57521
21-08-2013,41644,14359,56003
22-08-2013,41784,14145,55929
23-08-2013,40438,16449,56887
24-08-2013,41123,15958,57081
25-08-2013,38426,16566,54992
26-08-2013,35672,14749,50421
27-08-2013,33391,16577,49968
28-08-2013,34753,15057,49810
29-08-2013,44434,15258,59692
30-08-2013,31853,15637,47490
31-08-2013,55037,21151,76188
01-09-2013,62508,23129,85637
02-09-2013,74746,27871,102617
03-09-2013,46865,14258,61123
04-09-2013,35925,15576,51501
05-09-2013,48058,15979,64037
06-09-2013,67016,20494,87510
07-09-2013,45987,17907,63894
08-09-2013,51318,20050,71368
09-09-2013,39802,23746,63548
10-09-2013,44192,18692,62884
11-09-2013,42301,17301,59602
12-09-2013,40860,16753,57613
13-09-2013,35542,15405,50947
14-09-2013,36911,15309,52220
15-09-2013,52822,19711,72533
16-09-2013,66889,28355,95244
17-09-2013,58917,25719,84636
18-09-2013,38816,19313,58129
19-09-2013,37142,18209,55351
20-09-2013,28143,18347,46490
21-09-2013,31729,14631,46360
22-09-2013,54866,23302,78168
23-09-2013,68167,26828,94995
24-09-2013,53697,18918,72615
25-09-2013,57864,21815,79679
26-09-2013,54754,19675,74429
27-09-2013,54456,19352,73808
28-09-2013,45564,17454,63018
29-09-2013,42540,21231,63771
30-09-2013,54883,24628,79511
01-10-2013,59678,20499,80177
02-10-2013,62722,25491,88213
03-10-2013,66347,31732,98079
04-10-2013,70600,33209,103809
05-10-2013,58516,19243,77759
06-10-2013,45939,17446,63385
07-10-2013,65164,20397,85561
08-10-2013,67025,19929,86954
09-10-2013,60943,24148,85091
10-10-2013,57224,21791,79015
11-10-2013,76972,33128,110100
12-10-2013,76132,35255,111387
13-10-2013,53219,20781,74000
14-10-2013,55701,22740,78441
15-10-2013,61790,20700,82490
16-10-2013,56412,21013,77425
17-10-2013,63130,30245,93375
18-10-2013,61527,29652,91179
19-10-2013,55369,29566,84935
20-10-2013,52512,28388,80900
21-10-2013,59677,31627,91304
22-10-2013,75544,30830,106374
23-10-2013,75416,35438,110854
24-10-2013,80157,32462,112619
25-10-2013,61774,25381,87155
26-10-2013,74991,28819,103810
27-10-2013,71225,31250,102475
28-10-2013,78607,36377,114984
29-10-2013,75099,38545,113644
30-10-2013,69204,38167,107371
31-10-2013,80376,40181,120557
01-11-2013,67114,33763,100877
02-11-2013,46564,21786,68350
03-11-2013,80801,35510,116311
04-11-2013,63165,31615,94780
05-11-2013,60295,33832,94127
06-11-2013,51007,27566,78573
07-11-2013,63750,28790,92540
08-11-2013,67243,28169,95412
09-11-2013,68217,38882,107099
10-11-2013,52181,29540,81721
11-11-2013,68204,30580,98784
12-11-2013,76602,37119,113721
13-11-2013,76532,32900,109432
14-11-2013,68652,31606,100258
15-11-2013,69183,29730,98913
16-11-2013,89072,37395,126467
17-11-2013,59034,26854,85888
18-11-2013,64911,28769,93680
19-11-2013,61870,31341,93211
20-11-2013,63467,28231,91698
21-11-2013,67003,29115,96118
22-11-2013,62171,29624,91795
23-11-2013,57687,26227,83914
24-11-2013,63441,33804,97245
25-11-2013,65501,33127,98628
26-11-2013,67378,31331,98709
27-11-2013,99961,41619,141580
28-11-2013,102214,43033,145247
29-11-2013,74170,36218,110388
30-11-2013,64337,30447,94784
01-12-2013,88314,39659,127973
02-12-2013,63343,29792,93135
03-12-2013,78858,32831,111689
04-12-2013,95772,40643,136415
05-12-2013,96040,41544,137584
06-12-2013,97557,39453,137010
07-12-2013,79582,45373,124955
08-12-2013,87313,36117,123430
09-12-2013,63371,27059,90430
10-12-2013,68843,26147,94990
11-12-2013,73534,27626,101160
12-12-2013,86255,28059,114314
13-12-2013,61372,26093,87465
14-12-2013,63144,24942,88086
15-12-2013,79287,33456,112743
16-12-2013,93689,39839,133528
17-12-2013,54830,28073,82903
18-12-2013,68646,29420,98066
19-12-2013,79427,37346,116773
20-12-2013,84892,34403,119295
21-12-2013,101068,42647,143715
22-12-2013,82254,39583,121837
23-12-2013,93725,38746,132471
24-12-2013,81817,38342,120159
25-12-2013,66257,26986,93243
26-12-2013,46839,24103,70942
27-12-2013,87538,37140,124678
28-12-2013,86774,29681,116455
29-12-2013,70135,29835,99970
30-12-2013,87633,35066,122699
31-12-2013,83053,32974,116027
